epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g),file_num,person,activity
1582745424427,2020-02-26T14.30.24.427,10.203,0.429,-0.916,0.036,9,Sabrina,deadlift
1582745424506,2020-02-26T14.30.24.506,10.282,0.477,-0.944,0.019,9,Sabrina,deadlift
1582745424665,2020-02-26T14.30.24.665,10.441,0.498,-0.919,0.032,9,Sabrina,deadlift
1582745424744,2020-02-26T14.30.24.744,10.520,0.517,-0.912,0.036,9,Sabrina,deadlift
1582745424825,2020-02-26T14.30.24.825,10.601,0.527,-0.903,0.031,9,Sabrina,deadlift
1582745424985,2020-02-26T14.30.24.985,10.761,0.520,-0.908,0.025,9,Sabrina,deadlift
1582745425223,2020-02-26T14.30.25.223,10.999,0.514,-0.916,0.017,9,Sabrina,deadlift
1582745425383,2020-02-26T14.30.25.383,11.159,0.546,-0.944,0.022,9,Sabrina,deadlift
1582745425462,2020-02-26T14.30.25.462,11.238,0.579,-0.970,0.010,9,Sabrina,deadlift
1582745425543,2020-02-26T14.30.25.543,11.319,0.553,-0.976,0.020,9,Sabrina,deadlift
1582745425622,2020-02-26T14.30.25.622,11.398,0.503,-0.970,0.024,9,Sabrina,deadlift
1582745425701,2020-02-26T14.30.25.701,11.477,0.514,-0.966,0.021,9,Sabrina,deadlift
1582745425782,2020-02-26T14.30.25.782,11.558,0.549,-0.950,0.017,9,Sabrina,deadlift
1582745425861,2020-02-26T14.30.25.861,11.637,0.542,-0.940,0.012,9,Sabrina,deadlift
1582745425941,2020-02-26T14.30.25.941,11.717,0.554,-0.947,0.004,9,Sabrina,deadlift
1582745426020,2020-02-26T14.30.26.020,11.796,0.562,-0.952,-0.003,9,Sabrina,deadlift
1582745426180,2020-02-26T14.30.26.180,11.956,0.542,-0.956,-0.009,9,Sabrina,deadlift
1582745426259,2020-02-26T14.30.26.259,12.035,0.574,-0.934,-0.006,9,Sabrina,deadlift
1582745426340,2020-02-26T14.30.26.340,12.116,0.601,-0.931,-0.011,9,Sabrina,deadlift
1582745426499,2020-02-26T14.30.26.499,12.275,0.626,-0.867,-0.010,9,Sabrina,deadlift
1582745426578,2020-02-26T14.30.26.578,12.354,0.566,-0.794,0.001,9,Sabrina,deadlift
1582745426658,2020-02-26T14.30.26.658,12.434,0.366,-0.592,0.003,9,Sabrina,deadlift
1582745426738,2020-02-26T14.30.26.738,12.514,0.402,-0.480,-0.010,9,Sabrina,deadlift
1582745426817,2020-02-26T14.30.26.817,12.593,0.650,-0.659,-0.040,9,Sabrina,deadlift
1582745426898,2020-02-26T14.30.26.898,12.674,0.710,-0.966,-0.048,9,Sabrina,deadlift
1582745426977,2020-02-26T14.30.26.977,12.753,0.636,-1.046,-0.030,9,Sabrina,deadlift
1582745427057,2020-02-26T14.30.27.057,12.833,0.560,-0.884,-0.001,9,Sabrina,deadlift
1582745427137,2020-02-26T14.30.27.137,12.913,0.570,-0.718,-0.014,9,Sabrina,deadlift
1582745427216,2020-02-26T14.30.27.216,12.992,0.598,-0.609,-0.029,9,Sabrina,deadlift
1582745427296,2020-02-26T14.30.27.296,13.072,0.460,-0.577,-0.023,9,Sabrina,deadlift
1582745427375,2020-02-26T14.30.27.375,13.151,0.354,-0.829,-0.022,9,Sabrina,deadlift
1582745427456,2020-02-26T14.30.27.456,13.232,0.405,-1.057,-0.007,9,Sabrina,deadlift
1582745427535,2020-02-26T14.30.27.535,13.311,0.526,-0.955,0.003,9,Sabrina,deadlift
1582745427616,2020-02-26T14.30.27.616,13.392,0.646,-0.915,0.001,9,Sabrina,deadlift
1582745427695,2020-02-26T14.30.27.695,13.471,0.716,-0.908,0.005,9,Sabrina,deadlift
1582745427774,2020-02-26T14.30.27.774,13.550,0.691,-0.727,0.010,9,Sabrina,deadlift
1582745427854,2020-02-26T14.30.27.854,13.630,0.520,-0.584,0.007,9,Sabrina,deadlift
1582745427933,2020-02-26T14.30.27.933,13.709,0.332,-0.459,0.005,9,Sabrina,deadlift
1582745428014,2020-02-26T14.30.28.014,13.790,0.441,-0.848,0.072,9,Sabrina,deadlift
1582745428093,2020-02-26T14.30.28.093,13.869,0.617,-1.460,0.229,9,Sabrina,deadlift
1582745428172,2020-02-26T14.30.28.172,13.948,-0.070,-0.106,-0.040,9,Sabrina,deadlift
1582745428253,2020-02-26T14.30.28.253,14.029,0.568,-1.303,0.099,9,Sabrina,deadlift
1582745428332,2020-02-26T14.30.28.332,14.108,0.333,-0.824,-0.023,9,Sabrina,deadlift
1582745428412,2020-02-26T14.30.28.412,14.188,0.362,-0.974,0.039,9,Sabrina,deadlift
1582745428492,2020-02-26T14.30.28.492,14.268,0.426,-0.985,0.017,9,Sabrina,deadlift
1582745428572,2020-02-26T14.30.28.572,14.348,0.432,-0.946,0.019,9,Sabrina,deadlift
1582745428730,2020-02-26T14.30.28.730,14.506,0.448,-0.949,0.032,9,Sabrina,deadlift
1582745428811,2020-02-26T14.30.28.811,14.587,0.455,-0.940,0.032,9,Sabrina,deadlift
1582745428890,2020-02-26T14.30.28.890,14.666,0.460,-0.940,0.037,9,Sabrina,deadlift
1582745429130,2020-02-26T14.30.29.130,14.906,0.457,-0.951,0.026,9,Sabrina,deadlift
1582745429209,2020-02-26T14.30.29.209,14.985,0.468,-0.945,0.037,9,Sabrina,deadlift
1582745429288,2020-02-26T14.30.29.288,15.064,0.450,-0.930,0.025,9,Sabrina,deadlift
1582745429369,2020-02-26T14.30.29.369,15.145,0.458,-0.945,0.027,9,Sabrina,deadlift
1582745429448,2020-02-26T14.30.29.448,15.224,0.465,-0.935,0.024,9,Sabrina,deadlift
1582745429529,2020-02-26T14.30.29.529,15.305,0.474,-0.938,0.026,9,Sabrina,deadlift
1582745429688,2020-02-26T14.30.29.688,15.464,0.484,-0.940,0.026,9,Sabrina,deadlift
1582745429767,2020-02-26T14.30.29.767,15.543,0.476,-0.946,0.025,9,Sabrina,deadlift
1582745429927,2020-02-26T14.30.29.927,15.703,0.542,-0.996,0.008,9,Sabrina,deadlift
1582745430087,2020-02-26T14.30.30.087,15.863,0.526,-0.986,0.002,9,Sabrina,deadlift
1582745430166,2020-02-26T14.30.30.166,15.942,0.516,-0.974,0.001,9,Sabrina,deadlift
1582745430245,2020-02-26T14.30.30.245,16.021,0.484,-0.969,0.000,9,Sabrina,deadlift
1582745430485,2020-02-26T14.30.30.485,16.261,0.480,-0.983,0.004,9,Sabrina,deadlift
1582745430564,2020-02-26T14.30.30.564,16.340,0.459,-0.982,0.004,9,Sabrina,deadlift
1582745430645,2020-02-26T14.30.30.645,16.421,0.452,-0.971,0.004,9,Sabrina,deadlift
1582745430724,2020-02-26T14.30.30.724,16.500,0.549,-0.958,-0.006,9,Sabrina,deadlift
1582745430803,2020-02-26T14.30.30.803,16.579,0.609,-0.945,-0.014,9,Sabrina,deadlift
1582745430884,2020-02-26T14.30.30.884,16.660,0.622,-0.914,-0.031,9,Sabrina,deadlift
1582745430963,2020-02-26T14.30.30.963,16.739,0.560,-0.878,-0.051,9,Sabrina,deadlift
1582745431043,2020-02-26T14.30.31.043,16.819,0.462,-0.807,-0.031,9,Sabrina,deadlift
1582745431122,2020-02-26T14.30.31.122,16.898,0.416,-0.662,-0.003,9,Sabrina,deadlift
1582745431203,2020-02-26T14.30.31.203,16.979,0.445,-0.562,0.019,9,Sabrina,deadlift
1582745431282,2020-02-26T14.30.31.282,17.058,0.604,-0.692,0.008,9,Sabrina,deadlift
1582745431361,2020-02-26T14.30.31.361,17.137,0.643,-0.942,-0.028,9,Sabrina,deadlift
1582745431442,2020-02-26T14.30.31.442,17.218,0.555,-1.046,-0.044,9,Sabrina,deadlift
1582745431521,2020-02-26T14.30.31.521,17.297,0.514,-0.937,-0.013,9,Sabrina,deadlift
1582745431601,2020-02-26T14.30.31.601,17.377,0.505,-0.808,0.015,9,Sabrina,deadlift
1582745431681,2020-02-26T14.30.31.681,17.457,0.573,-0.674,0.002,9,Sabrina,deadlift
1582745431760,2020-02-26T14.30.31.760,17.536,0.448,-0.590,-0.008,9,Sabrina,deadlift
1582745431840,2020-02-26T14.30.31.840,17.616,0.291,-0.698,-0.005,9,Sabrina,deadlift
1582745431919,2020-02-26T14.30.31.919,17.695,0.262,-0.992,0.019,9,Sabrina,deadlift
1582745432000,2020-02-26T14.30.32.000,17.776,0.363,-0.998,0.013,9,Sabrina,deadlift
1582745432079,2020-02-26T14.30.32.079,17.855,0.528,-0.951,0.022,9,Sabrina,deadlift
1582745432160,2020-02-26T14.30.32.160,17.936,0.617,-0.932,0.022,9,Sabrina,deadlift
1582745432318,2020-02-26T14.30.32.318,18.094,0.479,-0.606,-0.005,9,Sabrina,deadlift
1582745432398,2020-02-26T14.30.32.398,18.174,0.292,-0.445,-0.004,9,Sabrina,deadlift
1582745432477,2020-02-26T14.30.32.477,18.253,0.786,-1.879,0.072,9,Sabrina,deadlift
1582745432558,2020-02-26T14.30.32.558,18.334,-0.035,-0.085,-0.005,9,Sabrina,deadlift
1582745432637,2020-02-26T14.30.32.637,18.413,0.310,-1.158,0.035,9,Sabrina,deadlift
1582745432716,2020-02-26T14.30.32.716,18.492,0.354,-1.026,0.014,9,Sabrina,deadlift
1582745432797,2020-02-26T14.30.32.797,18.573,0.233,-1.041,0.064,9,Sabrina,deadlift
1582745432876,2020-02-26T14.30.32.876,18.652,0.314,-0.991,0.042,9,Sabrina,deadlift
1582745432956,2020-02-26T14.30.32.956,18.732,0.272,-1.010,0.018,9,Sabrina,deadlift
1582745433035,2020-02-26T14.30.33.035,18.811,0.295,-1.000,0.022,9,Sabrina,deadlift
1582745433116,2020-02-26T14.30.33.116,18.892,0.301,-0.998,0.024,9,Sabrina,deadlift
1582745433195,2020-02-26T14.30.33.195,18.971,0.311,-0.994,0.027,9,Sabrina,deadlift
1582745433274,2020-02-26T14.30.33.274,19.050,0.325,-0.993,0.032,9,Sabrina,deadlift
1582745433594,2020-02-26T14.30.33.594,19.370,0.321,-0.994,0.034,9,Sabrina,deadlift
1582745433673,2020-02-26T14.30.33.673,19.449,0.328,-1.022,0.029,9,Sabrina,deadlift
1582745433753,2020-02-26T14.30.33.753,19.529,0.289,-0.959,0.031,9,Sabrina,deadlift
1582745433832,2020-02-26T14.30.33.832,19.608,0.311,-1.001,0.028,9,Sabrina,deadlift
1582745434071,2020-02-26T14.30.34.071,19.847,0.319,-0.998,0.025,9,Sabrina,deadlift
1582745434152,2020-02-26T14.30.34.152,19.928,0.326,-0.999,0.025,9,Sabrina,deadlift
1582745434311,2020-02-26T14.30.34.311,20.087,0.321,-0.997,0.026,9,Sabrina,deadlift
1582745434390,2020-02-26T14.30.34.390,20.166,0.340,-1.018,0.016,9,Sabrina,deadlift
1582745434471,2020-02-26T14.30.34.471,20.247,0.369,-1.056,0.008,9,Sabrina,deadlift
1582745434550,2020-02-26T14.30.34.550,20.326,0.379,-1.064,0.012,9,Sabrina,deadlift
1582745434710,2020-02-26T14.30.34.710,20.486,0.362,-1.014,0.014,9,Sabrina,deadlift
1582745434789,2020-02-26T14.30.34.789,20.565,0.350,-0.995,0.008,9,Sabrina,deadlift
1582745434869,2020-02-26T14.30.34.869,20.645,0.358,-0.996,-0.001,9,Sabrina,deadlift
1582745434949,2020-02-26T14.30.34.949,20.725,0.364,-0.994,-0.001,9,Sabrina,deadlift
1582745435028,2020-02-26T14.30.35.028,20.804,0.373,-0.998,0.004,9,Sabrina,deadlift
1582745435187,2020-02-26T14.30.35.187,20.963,0.347,-0.985,0.004,9,Sabrina,deadlift
1582745435347,2020-02-26T14.30.35.347,21.123,0.404,-0.992,0.009,9,Sabrina,deadlift
1582745435426,2020-02-26T14.30.35.426,21.202,0.458,-0.989,0.006,9,Sabrina,deadlift
1582745435507,2020-02-26T14.30.35.507,21.283,0.487,-0.976,0.005,9,Sabrina,deadlift
1582745435586,2020-02-26T14.30.35.586,21.362,0.494,-0.960,0.000,9,Sabrina,deadlift
1582745435666,2020-02-26T14.30.35.666,21.442,0.453,-0.939,-0.013,9,Sabrina,deadlift
1582745435745,2020-02-26T14.30.35.745,21.521,0.415,-0.928,-0.028,9,Sabrina,deadlift
1582745435825,2020-02-26T14.30.35.825,21.601,0.424,-0.912,-0.032,9,Sabrina,deadlift
1582745435984,2020-02-26T14.30.35.984,21.760,0.354,-0.767,-0.021,9,Sabrina,deadlift
1582745436065,2020-02-26T14.30.36.065,21.841,0.323,-0.759,-0.012,9,Sabrina,deadlift
1582745436144,2020-02-26T14.30.36.144,21.920,0.409,-0.919,-0.023,9,Sabrina,deadlift
1582745436223,2020-02-26T14.30.36.223,21.999,0.439,-1.058,-0.035,9,Sabrina,deadlift
1582745436304,2020-02-26T14.30.36.304,22.080,0.344,-1.039,-0.039,9,Sabrina,deadlift
1582745436383,2020-02-26T14.30.36.383,22.159,0.292,-0.970,-0.023,9,Sabrina,deadlift
1582745436623,2020-02-26T14.30.36.623,22.399,0.280,-1.050,-0.019,9,Sabrina,deadlift
1582745436702,2020-02-26T14.30.36.702,22.478,0.250,-1.015,-0.021,9,Sabrina,deadlift
1582745436781,2020-02-26T14.30.36.781,22.557,0.225,-0.988,-0.014,9,Sabrina,deadlift
1582745437021,2020-02-26T14.30.37.021,22.797,0.219,-1.022,0.006,9,Sabrina,deadlift
1582745437100,2020-02-26T14.30.37.100,22.876,0.210,-0.995,0.006,9,Sabrina,deadlift
1582745437260,2020-02-26T14.30.37.260,23.036,0.220,-1.014,0.013,9,Sabrina,deadlift
1582745437339,2020-02-26T14.30.37.339,23.115,0.261,-0.956,0.009,9,Sabrina,deadlift
1582745437420,2020-02-26T14.30.37.420,23.196,0.271,-0.855,0.006,9,Sabrina,deadlift
1582745437499,2020-02-26T14.30.37.499,23.275,0.202,-0.764,0.001,9,Sabrina,deadlift
1582745437578,2020-02-26T14.30.37.578,23.354,0.071,-0.793,0.003,9,Sabrina,deadlift
1582745437659,2020-02-26T14.30.37.659,23.435,-0.005,-0.971,0.006,9,Sabrina,deadlift
1582745437738,2020-02-26T14.30.37.738,23.514,0.068,-1.027,0.013,9,Sabrina,deadlift
1582745437818,2020-02-26T14.30.37.818,23.594,0.231,-1.015,0.003,9,Sabrina,deadlift
1582745437897,2020-02-26T14.30.37.897,23.673,0.402,-1.002,0.006,9,Sabrina,deadlift
1582745437976,2020-02-26T14.30.37.976,23.752,0.464,-0.846,0.003,9,Sabrina,deadlift
1582745438057,2020-02-26T14.30.38.057,23.833,0.353,-0.650,-0.002,9,Sabrina,deadlift
1582745438136,2020-02-26T14.30.38.136,23.912,0.215,-0.580,-0.003,9,Sabrina,deadlift
1582745438217,2020-02-26T14.30.38.217,23.993,0.155,-2.043,0.086,9,Sabrina,deadlift
1582745438296,2020-02-26T14.30.38.296,24.072,-0.082,-0.013,-0.026,9,Sabrina,deadlift
1582745438376,2020-02-26T14.30.38.376,24.152,0.073,-1.434,-0.025,9,Sabrina,deadlift
1582745438455,2020-02-26T14.30.38.455,24.231,-0.013,-0.641,-0.039,9,Sabrina,deadlift
1582745438535,2020-02-26T14.30.38.535,24.311,0.409,-1.314,0.056,9,Sabrina,deadlift
1582745438615,2020-02-26T14.30.38.615,24.391,-0.218,-0.936,-0.021,9,Sabrina,deadlift
1582745438694,2020-02-26T14.30.38.694,24.470,0.029,-1.176,0.042,9,Sabrina,deadlift
1582745438775,2020-02-26T14.30.38.775,24.551,0.182,-1.013,0.017,9,Sabrina,deadlift
1582745438854,2020-02-26T14.30.38.854,24.630,0.173,-1.011,0.028,9,Sabrina,deadlift
1582745438933,2020-02-26T14.30.38.933,24.709,0.122,-1.032,0.029,9,Sabrina,deadlift
1582745439014,2020-02-26T14.30.39.014,24.790,0.107,-1.036,0.032,9,Sabrina,deadlift
1582745439093,2020-02-26T14.30.39.093,24.869,0.084,-1.028,0.037,9,Sabrina,deadlift
1582745439173,2020-02-26T14.30.39.173,24.949,0.069,-1.030,0.039,9,Sabrina,deadlift
1582745439252,2020-02-26T14.30.39.252,25.028,0.057,-1.033,0.030,9,Sabrina,deadlift
1582745439331,2020-02-26T14.30.39.331,25.107,0.049,-1.034,0.025,9,Sabrina,deadlift
1582745439651,2020-02-26T14.30.39.651,25.427,0.052,-1.032,0.025,9,Sabrina,deadlift
1582745439731,2020-02-26T14.30.39.731,25.507,0.062,-1.033,0.023,9,Sabrina,deadlift
1582745439810,2020-02-26T14.30.39.810,25.586,0.072,-1.033,0.024,9,Sabrina,deadlift
1582745439889,2020-02-26T14.30.39.889,25.665,0.078,-1.031,0.024,9,Sabrina,deadlift
1582745439970,2020-02-26T14.30.39.970,25.746,0.083,-1.031,0.024,9,Sabrina,deadlift
1582745440049,2020-02-26T14.30.40.049,25.825,0.089,-1.030,0.024,9,Sabrina,deadlift
1582746248126,2020-02-26T14.44.08.126,0.000,1.028,0.064,0.014,10,Emily,deadlift
1582746248207,2020-02-26T14.44.08.207,0.081,1.036,0.064,0.014,10,Emily,deadlift
1582746256096,2020-02-26T14.44.16.096,7.970,1.017,0.176,0.001,10,Emily,deadlift
1582746256335,2020-02-26T14.44.16.335,8.209,1.020,0.171,0.007,10,Emily,deadlift
1582746256416,2020-02-26T14.44.16.416,8.290,1.011,0.195,-0.001,10,Emily,deadlift
1582746256495,2020-02-26T14.44.16.495,8.369,1.001,0.229,0.001,10,Emily,deadlift
1582746256575,2020-02-26T14.44.16.575,8.449,0.990,0.273,0.003,10,Emily,deadlift
1582746256654,2020-02-26T14.44.16.654,8.528,0.975,0.308,0.003,10,Emily,deadlift
1582746256735,2020-02-26T14.44.16.735,8.609,0.969,0.337,0.001,10,Emily,deadlift
1582746256893,2020-02-26T14.44.16.893,8.767,0.990,0.345,0.014,10,Emily,deadlift
1582746256974,2020-02-26T14.44.16.974,8.848,1.102,0.407,0.014,10,Emily,deadlift
1582746257053,2020-02-26T14.44.17.053,8.927,1.174,0.456,-0.004,10,Emily,deadlift
1582746257133,2020-02-26T14.44.17.133,9.007,1.187,0.446,-0.037,10,Emily,deadlift
1582746257293,2020-02-26T14.44.17.293,9.167,1.183,0.437,-0.030,10,Emily,deadlift
1582746257451,2020-02-26T14.44.17.451,9.325,1.124,0.402,-0.036,10,Emily,deadlift
1582746257532,2020-02-26T14.44.17.532,9.406,0.923,0.337,-0.022,10,Emily,deadlift
1582746257611,2020-02-26T14.44.17.611,9.485,0.553,0.174,-0.007,10,Emily,deadlift
1582746257691,2020-02-26T14.44.17.691,9.565,0.311,0.101,-0.005,10,Emily,deadlift
1582746257771,2020-02-26T14.44.17.771,9.645,0.441,0.204,0.005,10,Emily,deadlift
1582746257850,2020-02-26T14.44.17.850,9.724,0.864,0.374,0.016,10,Emily,deadlift
1582746257930,2020-02-26T14.44.17.930,9.804,0.940,0.505,0.031,10,Emily,deadlift
1582746258009,2020-02-26T14.44.18.009,9.883,0.622,0.333,0.021,10,Emily,deadlift
1582746258090,2020-02-26T14.44.18.090,9.964,0.449,0.144,0.017,10,Emily,deadlift
1582746258169,2020-02-26T14.44.18.169,10.043,0.552,0.166,0.012,10,Emily,deadlift
1582746258250,2020-02-26T14.44.18.250,10.124,0.718,0.263,0.008,10,Emily,deadlift
1582746258329,2020-02-26T14.44.18.329,10.203,0.847,0.407,0.001,10,Emily,deadlift
1582746258408,2020-02-26T14.44.18.408,10.282,0.956,0.577,0.001,10,Emily,deadlift
1582746258488,2020-02-26T14.44.18.488,10.362,1.072,0.714,-0.001,10,Emily,deadlift
1582746258567,2020-02-26T14.44.18.567,10.441,1.149,1.227,0.003,10,Emily,deadlift
1582746258648,2020-02-26T14.44.18.648,10.522,0.911,0.834,-0.012,10,Emily,deadlift
1582746258727,2020-02-26T14.44.18.727,10.601,1.077,0.607,-0.001,10,Emily,deadlift
1582746258806,2020-02-26T14.44.18.806,10.680,1.055,0.676,0.017,10,Emily,deadlift
1582746258887,2020-02-26T14.44.18.887,10.761,1.023,0.599,-0.015,10,Emily,deadlift
1582746258966,2020-02-26T14.44.18.966,10.840,0.920,0.529,-0.020,10,Emily,deadlift
1582746259046,2020-02-26T14.44.19.046,10.920,0.715,0.416,-0.038,10,Emily,deadlift
1582746259126,2020-02-26T14.44.19.126,11.000,0.482,0.243,-0.018,10,Emily,deadlift
1582746259206,2020-02-26T14.44.19.206,11.080,0.341,0.173,-0.023,10,Emily,deadlift
1582746259285,2020-02-26T14.44.19.285,11.159,0.485,0.266,-0.003,10,Emily,deadlift
1582746259364,2020-02-26T14.44.19.364,11.238,0.825,0.493,-0.004,10,Emily,deadlift
1582746259445,2020-02-26T14.44.19.445,11.319,0.833,0.573,-0.008,10,Emily,deadlift
1582746259524,2020-02-26T14.44.19.524,11.398,0.532,0.298,-0.008,10,Emily,deadlift
1582746259605,2020-02-26T14.44.19.605,11.479,0.401,0.115,-0.007,10,Emily,deadlift
1582746259684,2020-02-26T14.44.19.684,11.558,0.539,0.174,-0.014,10,Emily,deadlift
1582746259763,2020-02-26T14.44.19.763,11.637,0.763,0.333,-0.016,10,Emily,deadlift
1582746259843,2020-02-26T14.44.19.843,11.717,0.904,0.502,0.008,10,Emily,deadlift
1582746259922,2020-02-26T14.44.19.922,11.796,0.971,0.637,0.016,10,Emily,deadlift
1582746260003,2020-02-26T14.44.20.003,11.877,1.226,0.835,0.050,10,Emily,deadlift
1582746260082,2020-02-26T14.44.20.082,11.956,1.437,0.880,-0.019,10,Emily,deadlift
1582746260163,2020-02-26T14.44.20.163,12.037,0.966,0.428,-0.005,10,Emily,deadlift
1582746260242,2020-02-26T14.44.20.242,12.116,1.052,0.684,-0.025,10,Emily,deadlift
1582746260321,2020-02-26T14.44.20.321,12.195,1.066,0.658,-0.086,10,Emily,deadlift
1582746260401,2020-02-26T14.44.20.401,12.275,1.013,0.590,-0.066,10,Emily,deadlift
1582746260481,2020-02-26T14.44.20.481,12.355,0.892,0.536,-0.073,10,Emily,deadlift
1582746260561,2020-02-26T14.44.20.561,12.435,0.694,0.392,-0.033,10,Emily,deadlift
1582746260640,2020-02-26T14.44.20.640,12.514,0.426,0.202,-0.026,10,Emily,deadlift
1582746260719,2020-02-26T14.44.20.719,12.593,0.307,0.149,-0.003,10,Emily,deadlift
1582746260800,2020-02-26T14.44.20.800,12.674,0.578,0.294,-0.003,10,Emily,deadlift
1582746260879,2020-02-26T14.44.20.879,12.753,0.907,0.641,-0.024,10,Emily,deadlift
1582746260960,2020-02-26T14.44.20.960,12.834,0.761,0.593,-0.042,10,Emily,deadlift
1582746261039,2020-02-26T14.44.21.039,12.913,0.494,0.314,-0.033,10,Emily,deadlift
1582746261198,2020-02-26T14.44.21.198,13.072,0.633,0.231,-0.016,10,Emily,deadlift
1582746261277,2020-02-26T14.44.21.277,13.151,0.741,0.274,-0.018,10,Emily,deadlift
1582746261358,2020-02-26T14.44.21.358,13.232,0.812,0.417,-0.006,10,Emily,deadlift
1582746261437,2020-02-26T14.44.21.437,13.311,0.949,0.667,-0.013,10,Emily,deadlift
1582746261518,2020-02-26T14.44.21.518,13.392,1.067,0.820,-0.022,10,Emily,deadlift
1582746261597,2020-02-26T14.44.21.597,13.471,1.244,1.246,0.021,10,Emily,deadlift
1582746261676,2020-02-26T14.44.21.676,13.550,0.596,0.610,-0.057,10,Emily,deadlift
1582746261756,2020-02-26T14.44.21.756,13.630,0.978,0.812,0.033,10,Emily,deadlift
1582746261836,2020-02-26T14.44.21.836,13.710,0.903,0.803,-0.046,10,Emily,deadlift
1582746261916,2020-02-26T14.44.21.916,13.790,0.869,0.789,-0.034,10,Emily,deadlift
1582746261995,2020-02-26T14.44.21.995,13.869,0.826,0.752,-0.065,10,Emily,deadlift
1582746262074,2020-02-26T14.44.22.074,13.948,0.724,0.601,-0.038,10,Emily,deadlift
1582746262155,2020-02-26T14.44.22.155,14.029,0.453,0.350,-0.026,10,Emily,deadlift
1582746262234,2020-02-26T14.44.22.234,14.108,0.235,0.207,-0.012,10,Emily,deadlift
1582746262315,2020-02-26T14.44.22.315,14.189,0.339,0.318,-0.013,10,Emily,deadlift
1582746262394,2020-02-26T14.44.22.394,14.268,0.617,0.711,-0.032,10,Emily,deadlift
1582746262553,2020-02-26T14.44.22.553,14.427,0.424,0.651,-0.040,10,Emily,deadlift
1582746262632,2020-02-26T14.44.22.632,14.506,0.305,0.372,-0.028,10,Emily,deadlift
1582746262713,2020-02-26T14.44.22.713,14.587,0.369,0.382,-0.017,10,Emily,deadlift
1582746262792,2020-02-26T14.44.22.792,14.666,0.458,0.474,-0.015,10,Emily,deadlift
1582746262873,2020-02-26T14.44.22.873,14.747,0.524,0.640,-0.020,10,Emily,deadlift
1582746263031,2020-02-26T14.44.23.031,14.905,0.485,1.058,-0.030,10,Emily,deadlift
1582746263111,2020-02-26T14.44.23.111,14.985,0.520,1.195,-0.042,10,Emily,deadlift
1582746263190,2020-02-26T14.44.23.190,15.064,0.744,1.188,-0.076,10,Emily,deadlift
1582746263271,2020-02-26T14.44.23.271,15.145,0.378,1.116,-0.059,10,Emily,deadlift
1582746263350,2020-02-26T14.44.23.350,15.224,0.387,1.156,-0.054,10,Emily,deadlift
1582746263429,2020-02-26T14.44.23.429,15.303,0.364,1.117,-0.084,10,Emily,deadlift
1582746263510,2020-02-26T14.44.23.510,15.384,0.373,1.095,-0.080,10,Emily,deadlift
1582746263589,2020-02-26T14.44.23.589,15.463,0.330,0.997,-0.082,10,Emily,deadlift
1582746263670,2020-02-26T14.44.23.670,15.544,0.292,0.764,-0.060,10,Emily,deadlift
1582746263749,2020-02-26T14.44.23.749,15.623,0.219,0.478,-0.053,10,Emily,deadlift
1582746263829,2020-02-26T14.44.23.829,15.703,0.132,0.311,-0.041,10,Emily,deadlift
1582746263908,2020-02-26T14.44.23.908,15.782,0.216,0.381,-0.031,10,Emily,deadlift
1582746263987,2020-02-26T14.44.23.987,15.861,0.286,0.884,-0.053,10,Emily,deadlift
1582746264068,2020-02-26T14.44.24.068,15.942,0.150,1.097,-0.061,10,Emily,deadlift
1582746264228,2020-02-26T14.44.24.228,16.102,0.205,0.397,-0.031,10,Emily,deadlift
1582746264307,2020-02-26T14.44.24.307,16.181,0.225,0.398,-0.033,10,Emily,deadlift
1582746264386,2020-02-26T14.44.24.386,16.260,0.274,0.613,-0.035,10,Emily,deadlift
1582746264466,2020-02-26T14.44.24.466,16.340,0.265,0.881,-0.034,10,Emily,deadlift
1582746264545,2020-02-26T14.44.24.545,16.419,0.182,1.098,-0.043,10,Emily,deadlift
1582746264626,2020-02-26T14.44.24.626,16.500,0.155,1.221,-0.066,10,Emily,deadlift
1582746264705,2020-02-26T14.44.24.705,16.579,0.254,1.661,-0.146,10,Emily,deadlift
1582746264784,2020-02-26T14.44.24.784,16.658,-0.075,1.127,-0.024,10,Emily,deadlift
1582746264865,2020-02-26T14.44.24.865,16.739,0.232,1.146,-0.015,10,Emily,deadlift
1582746264944,2020-02-26T14.44.24.944,16.818,0.207,1.196,-0.128,10,Emily,deadlift
1582746265024,2020-02-26T14.44.25.024,16.898,0.184,1.186,-0.123,10,Emily,deadlift
1582746265184,2020-02-26T14.44.25.184,17.058,0.157,0.958,-0.085,10,Emily,deadlift
1582746265263,2020-02-26T14.44.25.263,17.137,0.129,0.633,-0.052,10,Emily,deadlift
1582746265342,2020-02-26T14.44.25.342,17.216,0.078,0.313,-0.033,10,Emily,deadlift
1582746265423,2020-02-26T14.44.25.423,17.297,0.057,0.308,-0.027,10,Emily,deadlift
1582746265502,2020-02-26T14.44.25.502,17.376,0.090,0.748,-0.048,10,Emily,deadlift
1582746265583,2020-02-26T14.44.25.583,17.457,-0.074,1.104,-0.062,10,Emily,deadlift
1582746265662,2020-02-26T14.44.25.662,17.536,-0.041,0.750,-0.055,10,Emily,deadlift
1582746265741,2020-02-26T14.44.25.741,17.615,0.075,0.421,-0.030,10,Emily,deadlift
